,Rank,id,Student_Name,Date,Term,GPA,3 Term GPA Moving
2299,2299,430,De witt Heibel,2020-12-16,Term 1,6.0,5.08
2300,2300,430,De witt Heibel,2021-03-16,Term 2,2.75,4.17
2301,2301,430,De witt Heibel,2021-06-01,Term 3,5.75,4.83
2302,2302,430,De witt Heibel,2021-12-16,Term 4,3.5,4.0
2303,2303,430,De witt Heibel,2022-03-16,Term 5,5.25,4.83
2304,2304,430,De witt Heibel,2022-06-16,Term 6,3.5,4.08
2305,2305,111,Davine Klimuk,2020-12-16,Term 1,3.25,4.67
2306,2306,111,Davine Klimuk,2021-03-16,Term 2,6.25,5.17
2307,2307,111,Davine Klimuk,2021-06-01,Term 3,4.25,4.58
2308,2308,111,Davine Klimuk,2021-12-16,Term 4,5.0,5.17
2309,2309,111,Davine Klimuk,2022-03-16,Term 5,4.75,4.67
2310,2310,111,Davine Klimuk,2022-06-16,Term 6,6.75,5.5
2311,2311,336,Davin Hocking,2020-12-16,Term 1,3.75,4.58
2312,2312,336,Davin Hocking,2021-03-16,Term 2,4.25,4.17
2313,2313,336,Davin Hocking,2021-06-01,Term 3,2.5,3.5
2314,2314,336,Davin Hocking,2021-12-16,Term 4,4.75,3.83
2315,2315,336,Davin Hocking,2022-03-16,Term 5,3.25,3.5
2316,2316,336,Davin Hocking,2022-06-16,Term 6,3.75,3.92
2317,2317,17,Davida Wytchard,2020-12-16,Term 1,4.25,4.0
2318,2318,17,Davida Wytchard,2021-03-16,Term 2,3.0,3.5
2319,2319,17,Davida Wytchard,2021-06-01,Term 3,5.0,4.08
2320,2320,17,Davida Wytchard,2021-12-16,Term 4,5.5,4.5
2321,2321,17,Davida Wytchard,2022-03-16,Term 5,5.5,5.33
2322,2322,17,Davida Wytchard,2022-06-16,Term 6,4.5,5.17
2323,2323,78,Dave Wharram,2020-12-16,Term 1,5.5,5.0
2324,2324,78,Dave Wharram,2021-03-16,Term 2,6.25,5.58
2325,2325,78,Dave Wharram,2021-06-01,Term 3,5.5,5.75
2326,2326,78,Dave Wharram,2021-12-16,Term 4,3.75,5.17
2327,2327,78,Dave Wharram,2022-03-16,Term 5,5.25,4.83
2328,2328,78,Dave Wharram,2022-06-16,Term 6,4.0,4.33
2329,2329,71,Datha Ege,2020-12-16,Term 1,3.25,4.33
2330,2330,71,Datha Ege,2021-03-16,Term 2,4.75,4.17
2331,2331,71,Datha Ege,2021-06-01,Term 3,6.75,4.92
2332,2332,71,Datha Ege,2021-12-16,Term 4,6.75,6.08
2333,2333,71,Datha Ege,2022-03-16,Term 5,4.5,6.0
2334,2334,71,Datha Ege,2022-06-16,Term 6,5.0,5.42
2335,2335,273,Darsey Orrin,2020-12-16,Term 1,5.75,6.42
2336,2336,273,Darsey Orrin,2021-03-16,Term 2,5.5,6.08
2337,2337,273,Darsey Orrin,2021-06-01,Term 3,6.25,5.83
2338,2338,273,Darsey Orrin,2021-12-16,Term 4,4.25,5.33
2339,2339,273,Darsey Orrin,2022-03-16,Term 5,7.25,5.92
2340,2340,273,Darsey Orrin,2022-06-16,Term 6,3.25,4.92
2341,2341,452,Danna Edes,2020-12-16,Term 1,5.75,5.58
2342,2342,452,Danna Edes,2021-03-16,Term 2,3.25,4.75
2343,2343,452,Danna Edes,2021-06-01,Term 3,5.5,4.83
2344,2344,452,Danna Edes,2021-12-16,Term 4,2.0,3.58
2345,2345,452,Danna Edes,2022-03-16,Term 5,3.75,3.75
2346,2346,452,Danna Edes,2022-06-16,Term 6,4.25,3.33
2347,2347,479,Dani Cormack,2020-12-16,Term 1,6.5,5.08
2348,2348,479,Dani Cormack,2021-03-16,Term 2,4.25,5.67
2349,2349,479,Dani Cormack,2021-06-01,Term 3,5.75,5.5
2350,2350,479,Dani Cormack,2021-12-16,Term 4,6.0,5.33
2351,2351,479,Dani Cormack,2022-03-16,Term 5,5.5,5.75
2352,2352,479,Dani Cormack,2022-06-16,Term 6,3.5,5.0
2353,2353,96,Danella Rouch,2020-12-16,Term 1,6.5,5.75
2354,2354,96,Danella Rouch,2021-03-16,Term 2,7.0,6.0
2355,2355,96,Danella Rouch,2021-06-01,Term 3,6.5,6.67
2356,2356,96,Danella Rouch,2021-12-16,Term 4,4.75,6.08
2357,2357,96,Danella Rouch,2022-03-16,Term 5,5.5,5.58
2358,2358,96,Danella Rouch,2022-06-16,Term 6,4.0,4.75
2359,2359,347,Damiano Vala,2020-12-16,Term 1,4.5,4.5
2360,2360,347,Damiano Vala,2021-03-16,Term 2,6.0,5.08
2361,2361,347,Damiano Vala,2021-06-01,Term 3,3.25,4.58
2362,2362,347,Damiano Vala,2021-12-16,Term 4,5.5,4.92
2363,2363,347,Damiano Vala,2022-03-16,Term 5,3.0,3.92
2364,2364,347,Damiano Vala,2022-06-16,Term 6,6.0,4.83
2365,2365,207,Dallas Paskerful,2020-12-16,Term 1,6.25,4.0
2366,2366,207,Dallas Paskerful,2021-03-16,Term 2,6.5,5.33
2367,2367,207,Dallas Paskerful,2021-06-01,Term 3,5.75,6.17
2368,2368,207,Dallas Paskerful,2021-12-16,Term 4,4.75,5.67
2369,2369,207,Dallas Paskerful,2022-03-16,Term 5,6.0,5.5
2370,2370,207,Dallas Paskerful,2022-06-16,Term 6,3.25,4.67
2371,2371,380,Daisy Di Carlo,2020-12-16,Term 1,4.5,5.58
2372,2372,380,Daisy Di Carlo,2021-03-16,Term 2,4.5,5.33
2373,2373,380,Daisy Di Carlo,2021-06-01,Term 3,3.25,4.08
2374,2374,380,Daisy Di Carlo,2021-12-16,Term 4,5.5,4.42
2375,2375,380,Daisy Di Carlo,2022-03-16,Term 5,4.5,4.42
2376,2376,380,Daisy Di Carlo,2022-06-16,Term 6,5.25,5.08
2377,2377,425,Curran Kestin,2020-12-16,Term 1,5.5,4.75
2378,2378,425,Curran Kestin,2021-03-16,Term 2,3.25,4.33
2379,2379,425,Curran Kestin,2021-06-01,Term 3,3.75,4.17
2380,2380,425,Curran Kestin,2021-12-16,Term 4,4.75,3.92
2381,2381,425,Curran Kestin,2022-03-16,Term 5,4.0,4.17
2382,2382,425,Curran Kestin,2022-06-16,Term 6,4.0,4.25
2383,2383,433,Cullie Pendered,2020-12-16,Term 1,4.5,3.92
2384,2384,433,Cullie Pendered,2021-03-16,Term 2,5.0,4.42
2385,2385,433,Cullie Pendered,2021-06-01,Term 3,6.25,5.25
2386,2386,433,Cullie Pendered,2021-12-16,Term 4,3.0,4.75
2387,2387,433,Cullie Pendered,2022-03-16,Term 5,5.75,5.0
2388,2388,433,Cullie Pendered,2022-06-16,Term 6,4.25,4.33
2389,2389,469,Cristian Burkett,2020-12-16,Term 1,3.75,5.25
2390,2390,469,Cristian Burkett,2021-03-16,Term 2,2.5,4.17
2391,2391,469,Cristian Burkett,2021-06-01,Term 3,4.0,3.42
2392,2392,469,Cristian Burkett,2021-12-16,Term 4,6.5,4.33
2393,2393,469,Cristian Burkett,2022-03-16,Term 5,5.75,5.42
2394,2394,469,Cristian Burkett,2022-06-16,Term 6,7.5,6.58
2395,2395,404,Cristen Schwanden,2020-12-16,Term 1,5.5,5.75
2396,2396,404,Cristen Schwanden,2021-03-16,Term 2,6.0,6.17
2397,2397,404,Cristen Schwanden,2021-06-01,Term 3,3.25,4.92
2398,2398,404,Cristen Schwanden,2021-12-16,Term 4,7.25,5.5
2399,2399,404,Cristen Schwanden,2022-03-16,Term 5,5.0,5.17
2400,2400,404,Cristen Schwanden,2022-06-16,Term 6,2.75,5.0
2401,2401,402,Cristal Curee,2020-12-16,Term 1,5.0,5.75
2402,2402,402,Cristal Curee,2021-03-16,Term 2,6.25,5.42
2403,2403,402,Cristal Curee,2021-06-01,Term 3,3.25,4.83
2404,2404,402,Cristal Curee,2021-12-16,Term 4,5.0,4.83
2405,2405,402,Cristal Curee,2022-03-16,Term 5,5.25,4.5
2406,2406,402,Cristal Curee,2022-06-16,Term 6,6.0,5.42
2407,2407,219,Craggie Snibson,2020-12-16,Term 1,4.0,5.33
2408,2408,219,Craggie Snibson,2021-03-16,Term 2,2.75,4.17
2409,2409,219,Craggie Snibson,2021-06-01,Term 3,3.75,3.5
2410,2410,219,Craggie Snibson,2021-12-16,Term 4,4.0,3.5
2411,2411,219,Craggie Snibson,2022-03-16,Term 5,6.5,4.75
2412,2412,219,Craggie Snibson,2022-06-16,Term 6,4.5,5.0
2413,2413,476,Corty Jacobbe,2020-12-16,Term 1,4.75,5.08
2414,2414,476,Corty Jacobbe,2021-03-16,Term 2,2.25,4.0
2415,2415,476,Corty Jacobbe,2021-06-01,Term 3,3.75,3.58
2416,2416,476,Corty Jacobbe,2021-12-16,Term 4,3.5,3.17
2417,2417,476,Corty Jacobbe,2022-03-16,Term 5,2.25,3.17
2418,2418,476,Corty Jacobbe,2022-06-16,Term 6,5.25,3.67
2419,2419,307,Cortie Freiburger,2020-12-16,Term 1,4.25,4.5
2420,2420,307,Cortie Freiburger,2021-03-16,Term 2,4.25,4.58
2421,2421,307,Cortie Freiburger,2021-06-01,Term 3,4.75,4.42
2422,2422,307,Cortie Freiburger,2021-12-16,Term 4,4.5,4.5
2423,2423,307,Cortie Freiburger,2022-03-16,Term 5,6.75,5.33
2424,2424,307,Cortie Freiburger,2022-06-16,Term 6,3.25,4.83
2425,2425,183,Cordula Ianizzi,2020-12-16,Term 1,5.0,4.58
2426,2426,183,Cordula Ianizzi,2021-03-16,Term 2,6.75,5.25
2427,2427,183,Cordula Ianizzi,2021-06-01,Term 3,4.0,5.25
2428,2428,183,Cordula Ianizzi,2021-12-16,Term 4,4.0,4.92
2429,2429,183,Cordula Ianizzi,2022-03-16,Term 5,5.0,4.33
2430,2430,183,Cordula Ianizzi,2022-06-16,Term 6,5.75,4.92
2431,2431,270,Conroy Pendergrast,2020-12-16,Term 1,3.0,4.08
2432,2432,270,Conroy Pendergrast,2021-03-16,Term 2,3.25,3.67
2433,2433,270,Conroy Pendergrast,2021-06-01,Term 3,2.5,2.92
2434,2434,270,Conroy Pendergrast,2021-12-16,Term 4,4.75,3.5
2435,2435,270,Conroy Pendergrast,2022-03-16,Term 5,4.0,3.75
2436,2436,270,Conroy Pendergrast,2022-06-16,Term 6,5.5,4.75
2437,2437,53,Conrade Di Francesco,2020-12-16,Term 1,4.0,4.5
2438,2438,53,Conrade Di Francesco,2021-03-16,Term 2,5.0,4.5
2439,2439,53,Conrade Di Francesco,2021-06-01,Term 3,6.25,5.08
2440,2440,53,Conrade Di Francesco,2021-12-16,Term 4,5.75,5.67
2441,2441,53,Conrade Di Francesco,2022-03-16,Term 5,5.75,5.92
2442,2442,53,Conrade Di Francesco,2022-06-16,Term 6,6.25,5.92
2443,2443,218,Conrad Rohmer,2020-12-16,Term 1,5.5,5.25
2444,2444,218,Conrad Rohmer,2021-03-16,Term 2,7.25,5.75
2445,2445,218,Conrad Rohmer,2021-06-01,Term 3,4.5,5.75
2446,2446,218,Conrad Rohmer,2021-12-16,Term 4,5.75,5.83
2447,2447,218,Conrad Rohmer,2022-03-16,Term 5,6.25,5.5
2448,2448,218,Conrad Rohmer,2022-06-16,Term 6,5.75,5.92
2449,2449,92,Colin Stoven,2020-12-16,Term 1,4.0,3.75
2450,2450,92,Colin Stoven,2021-03-16,Term 2,3.5,3.75
2451,2451,92,Colin Stoven,2021-06-01,Term 3,5.5,4.33
2452,2452,92,Colin Stoven,2021-12-16,Term 4,3.5,4.17
2453,2453,92,Colin Stoven,2022-03-16,Term 5,2.75,3.92
2454,2454,92,Colin Stoven,2022-06-16,Term 6,6.75,4.33
2455,2455,144,Cleveland Jillis,2020-12-16,Term 1,5.5,6.17
2456,2456,144,Cleveland Jillis,2021-03-16,Term 2,4.25,5.58
2457,2457,144,Cleveland Jillis,2021-06-01,Term 3,5.0,4.92
2458,2458,144,Cleveland Jillis,2021-12-16,Term 4,6.75,5.33
2459,2459,144,Cleveland Jillis,2022-03-16,Term 5,6.0,5.92
2460,2460,144,Cleveland Jillis,2022-06-16,Term 6,3.0,5.25
2461,2461,136,Clayborne Ovell,2020-12-16,Term 1,4.5,5.25
2462,2462,136,Clayborne Ovell,2021-03-16,Term 2,5.75,5.5
2463,2463,136,Clayborne Ovell,2021-06-01,Term 3,6.0,5.42
2464,2464,136,Clayborne Ovell,2021-12-16,Term 4,3.25,5.0
2465,2465,136,Clayborne Ovell,2022-03-16,Term 5,4.25,4.5
2466,2466,136,Clayborne Ovell,2022-06-16,Term 6,7.75,5.08
2467,2467,478,Clay Gisburne,2020-12-16,Term 1,3.5,4.75
2468,2468,478,Clay Gisburne,2021-03-16,Term 2,5.75,4.58
2469,2469,478,Clay Gisburne,2021-06-01,Term 3,7.25,5.5
2470,2470,478,Clay Gisburne,2021-12-16,Term 4,5.75,6.25
2471,2471,478,Clay Gisburne,2022-03-16,Term 5,2.5,5.17
2472,2472,478,Clay Gisburne,2022-06-16,Term 6,6.25,4.83
2473,2473,492,Claude Van den Dael,2020-12-16,Term 1,3.5,4.25
2474,2474,492,Claude Van den Dael,2021-03-16,Term 2,5.75,4.67
2475,2475,492,Claude Van den Dael,2021-06-01,Term 3,4.0,4.42
2476,2476,492,Claude Van den Dael,2021-12-16,Term 4,3.25,4.33
2477,2477,492,Claude Van den Dael,2022-03-16,Term 5,7.25,4.83
2478,2478,492,Claude Van den Dael,2022-06-16,Term 6,4.25,4.92
2479,2479,481,Christoper Tolman,2020-12-16,Term 1,7.75,6.25
2480,2480,481,Christoper Tolman,2021-03-16,Term 2,7.75,6.83
2481,2481,481,Christoper Tolman,2021-06-01,Term 3,5.5,7.0
2482,2482,481,Christoper Tolman,2021-12-16,Term 4,6.5,6.58
2483,2483,481,Christoper Tolman,2022-03-16,Term 5,3.25,5.08
2484,2484,481,Christoper Tolman,2022-06-16,Term 6,5.0,4.92
2485,2485,195,Chiquia Avieson,2020-12-16,Term 1,3.5,4.83
2486,2486,195,Chiquia Avieson,2021-03-16,Term 2,5.5,4.5
2487,2487,195,Chiquia Avieson,2021-06-01,Term 3,6.25,5.08
2488,2488,195,Chiquia Avieson,2021-12-16,Term 4,4.0,5.25
2489,2489,195,Chiquia Avieson,2022-03-16,Term 5,5.0,5.08
2490,2490,195,Chiquia Avieson,2022-06-16,Term 6,5.0,4.67
2491,2491,280,Chicky Schulz,2020-12-16,Term 1,6.0,4.67
2492,2492,280,Chicky Schulz,2021-03-16,Term 2,4.75,4.58
2493,2493,280,Chicky Schulz,2021-06-01,Term 3,5.5,5.42
2494,2494,280,Chicky Schulz,2021-12-16,Term 4,4.5,4.92
2495,2495,280,Chicky Schulz,2022-03-16,Term 5,3.75,4.58
2496,2496,280,Chicky Schulz,2022-06-16,Term 6,4.25,4.17
2497,2497,252,Chevy Fenich,2020-12-16,Term 1,6.75,5.75
2498,2498,252,Chevy Fenich,2021-03-16,Term 2,5.75,6.08
2499,2499,252,Chevy Fenich,2021-06-01,Term 3,3.25,5.25
2500,2500,252,Chevy Fenich,2021-12-16,Term 4,5.25,4.75
2501,2501,252,Chevy Fenich,2022-03-16,Term 5,5.25,4.58
2502,2502,252,Chevy Fenich,2022-06-16,Term 6,4.75,5.08
2503,2503,125,Chevalier Labern,2020-12-16,Term 1,3.5,4.25
2504,2504,125,Chevalier Labern,2021-03-16,Term 2,3.75,3.75
2505,2505,125,Chevalier Labern,2021-06-01,Term 3,5.75,4.33
2506,2506,125,Chevalier Labern,2021-12-16,Term 4,4.5,4.67
2507,2507,125,Chevalier Labern,2022-03-16,Term 5,5.75,5.33
2508,2508,125,Chevalier Labern,2022-06-16,Term 6,2.25,4.17
2509,2509,392,Cheryl Bauer,2020-12-16,Term 1,5.5,5.5
2510,2510,392,Cheryl Bauer,2021-03-16,Term 2,4.0,4.75
2511,2511,392,Cheryl Bauer,2021-06-01,Term 3,6.25,5.25
2512,2512,392,Cheryl Bauer,2021-12-16,Term 4,4.5,4.92
2513,2513,392,Cheryl Bauer,2022-03-16,Term 5,3.25,4.67
2514,2514,392,Cheryl Bauer,2022-06-16,Term 6,4.25,4.0
2515,2515,142,Che Keher,2020-12-16,Term 1,3.0,3.33
2516,2516,142,Che Keher,2021-03-16,Term 2,2.25,3.08
2517,2517,142,Che Keher,2021-06-01,Term 3,6.25,3.83
2518,2518,142,Che Keher,2021-12-16,Term 4,6.0,4.83
2519,2519,142,Che Keher,2022-03-16,Term 5,2.25,4.83
2520,2520,142,Che Keher,2022-06-16,Term 6,4.0,4.08
2521,2521,455,Charmane Nicolson,2020-12-16,Term 1,5.5,3.67
2522,2522,455,Charmane Nicolson,2021-03-16,Term 2,5.75,4.58
2523,2523,455,Charmane Nicolson,2021-06-01,Term 3,4.25,5.17
2524,2524,455,Charmane Nicolson,2021-12-16,Term 4,4.0,4.67
2525,2525,455,Charmane Nicolson,2022-03-16,Term 5,5.0,4.42
2526,2526,455,Charmane Nicolson,2022-06-16,Term 6,6.25,5.08
2527,2527,149,Cesar Pim,2020-12-16,Term 1,4.25,4.92
2528,2528,149,Cesar Pim,2021-03-16,Term 2,4.5,4.92
2529,2529,149,Cesar Pim,2021-06-01,Term 3,3.5,4.08
2530,2530,149,Cesar Pim,2021-12-16,Term 4,4.25,4.08
2531,2531,149,Cesar Pim,2022-03-16,Term 5,5.5,4.42
2532,2532,149,Cesar Pim,2022-06-16,Term 6,6.0,5.25
2533,2533,151,Celinda Kingsman,2020-12-16,Term 1,6.5,6.08
2534,2534,151,Celinda Kingsman,2021-03-16,Term 2,4.25,5.5
2535,2535,151,Celinda Kingsman,2021-06-01,Term 3,3.75,4.83
2536,2536,151,Celinda Kingsman,2021-12-16,Term 4,3.25,3.75
2537,2537,151,Celinda Kingsman,2022-03-16,Term 5,5.75,4.25
2538,2538,151,Celinda Kingsman,2022-06-16,Term 6,2.75,3.92
2539,2539,414,Ced Search,2020-12-16,Term 1,4.75,4.25
2540,2540,414,Ced Search,2021-03-16,Term 2,7.0,5.33
2541,2541,414,Ced Search,2021-06-01,Term 3,5.25,5.67
2542,2542,414,Ced Search,2021-12-16,Term 4,4.75,5.67
2543,2543,414,Ced Search,2022-03-16,Term 5,7.25,5.75
2544,2544,414,Ced Search,2022-06-16,Term 6,5.0,5.67
2545,2545,244,Ceciley Monnelly,2020-12-16,Term 1,6.25,5.17
2546,2546,244,Ceciley Monnelly,2021-03-16,Term 2,3.25,4.75
2547,2547,244,Ceciley Monnelly,2021-06-01,Term 3,4.75,4.75
2548,2548,244,Ceciley Monnelly,2021-12-16,Term 4,4.0,4.0
2549,2549,244,Ceciley Monnelly,2022-03-16,Term 5,4.75,4.5
2550,2550,244,Ceciley Monnelly,2022-06-16,Term 6,3.75,4.17
2551,2551,408,Cecile Dilleston,2020-12-16,Term 1,6.25,5.67
2552,2552,408,Cecile Dilleston,2021-03-16,Term 2,5.25,5.0
2553,2553,408,Cecile Dilleston,2021-06-01,Term 3,5.5,5.67
2554,2554,408,Cecile Dilleston,2021-12-16,Term 4,5.25,5.33
2555,2555,408,Cecile Dilleston,2022-03-16,Term 5,4.5,5.08
2556,2556,408,Cecile Dilleston,2022-06-16,Term 6,6.25,5.33
2557,2557,450,Casandra Hembling,2020-12-16,Term 1,6.75,6.33
2558,2558,450,Casandra Hembling,2021-03-16,Term 2,4.5,5.42
2559,2559,450,Casandra Hembling,2021-06-01,Term 3,4.75,5.33
2560,2560,450,Casandra Hembling,2021-12-16,Term 4,5.25,4.83
2561,2561,450,Casandra Hembling,2022-03-16,Term 5,4.75,4.92
2562,2562,450,Casandra Hembling,2022-06-16,Term 6,6.75,5.58
2563,2563,40,Carolyne Retallick,2020-12-16,Term 1,5.75,4.92
2564,2564,40,Carolyne Retallick,2021-03-16,Term 2,6.5,5.67
2565,2565,40,Carolyne Retallick,2021-06-01,Term 3,6.0,6.08
2566,2566,40,Carolyne Retallick,2021-12-16,Term 4,4.25,5.58
2567,2567,40,Carolyne Retallick,2022-03-16,Term 5,5.0,5.08
2568,2568,40,Carolyne Retallick,2022-06-16,Term 6,4.5,4.58
2569,2569,122,Carolee Temporal,2020-12-16,Term 1,4.75,4.75
2570,2570,122,Carolee Temporal,2021-03-16,Term 2,6.5,5.33
2571,2571,122,Carolee Temporal,2021-06-01,Term 3,4.25,5.17
2572,2572,122,Carolee Temporal,2021-12-16,Term 4,3.75,4.83
2573,2573,122,Carolee Temporal,2022-03-16,Term 5,4.0,4.0
2574,2574,122,Carolee Temporal,2022-06-16,Term 6,6.75,4.83
2575,2575,413,Carol-jean Marfe,2020-12-16,Term 1,3.5,4.08
2576,2576,413,Carol-jean Marfe,2021-03-16,Term 2,6.0,4.83
2577,2577,413,Carol-jean Marfe,2021-06-01,Term 3,6.0,5.17
2578,2578,413,Carol-jean Marfe,2021-12-16,Term 4,6.25,6.08
2579,2579,413,Carol-jean Marfe,2022-03-16,Term 5,3.75,5.33
2580,2580,413,Carol-jean Marfe,2022-06-16,Term 6,4.25,4.75
2581,2581,21,Carlynn Treslove,2020-12-16,Term 1,6.5,5.0
2582,2582,21,Carlynn Treslove,2021-03-16,Term 2,2.5,4.33
2583,2583,21,Carlynn Treslove,2021-06-01,Term 3,5.0,4.67
2584,2584,21,Carlynn Treslove,2021-12-16,Term 4,5.5,4.33
2585,2585,21,Carlynn Treslove,2022-03-16,Term 5,3.5,4.67
2586,2586,21,Carlynn Treslove,2022-06-16,Term 6,6.0,5.0
2587,2587,494,Carleen Saldler,2020-12-16,Term 1,5.25,4.58
2588,2588,494,Carleen Saldler,2021-03-16,Term 2,5.25,5.42
2589,2589,494,Carleen Saldler,2021-06-01,Term 3,4.75,5.08
2590,2590,494,Carleen Saldler,2021-12-16,Term 4,4.25,4.75
2591,2591,494,Carleen Saldler,2022-03-16,Term 5,4.0,4.33
2592,2592,494,Carleen Saldler,2022-06-16,Term 6,5.0,4.42
2593,2593,484,Caresa Chritchlow,2020-12-16,Term 1,3.25,4.08
2594,2594,484,Caresa Chritchlow,2021-03-16,Term 2,3.25,4.25
2595,2595,484,Caresa Chritchlow,2021-06-01,Term 3,5.25,3.92
2596,2596,484,Caresa Chritchlow,2021-12-16,Term 4,5.75,4.75
2597,2597,484,Caresa Chritchlow,2022-03-16,Term 5,3.75,4.92
2598,2598,484,Caresa Chritchlow,2022-06-16,Term 6,3.5,4.33
2599,2599,32,Calv Nutley,2020-12-16,Term 1,7.25,5.92
2600,2600,32,Calv Nutley,2021-03-16,Term 2,3.0,5.42
2601,2601,32,Calv Nutley,2021-06-01,Term 3,7.75,6.0
2602,2602,32,Calv Nutley,2021-12-16,Term 4,5.0,5.25
2603,2603,32,Calv Nutley,2022-03-16,Term 5,5.0,5.92
2604,2604,32,Calv Nutley,2022-06-16,Term 6,3.25,4.42
2605,2605,18,Bruce Linkie,2020-12-16,Term 1,6.0,5.33
2606,2606,18,Bruce Linkie,2021-03-16,Term 2,5.25,5.25
2607,2607,18,Bruce Linkie,2021-06-01,Term 3,5.75,5.67
2608,2608,18,Bruce Linkie,2021-12-16,Term 4,2.75,4.58
2609,2609,18,Bruce Linkie,2022-03-16,Term 5,5.0,4.5
2610,2610,18,Bruce Linkie,2022-06-16,Term 6,7.75,5.17
2611,2611,188,Brooks Corran,2020-12-16,Term 1,7.25,6.33
2612,2612,188,Brooks Corran,2021-03-16,Term 2,4.5,6.0
2613,2613,188,Brooks Corran,2021-06-01,Term 3,6.25,6.0
2614,2614,188,Brooks Corran,2021-12-16,Term 4,3.75,4.83
2615,2615,188,Brooks Corran,2022-03-16,Term 5,6.25,5.42
2616,2616,188,Brooks Corran,2022-06-16,Term 6,4.5,4.83
2617,2617,467,Britt Fronzek,2020-12-16,Term 1,5.75,4.42
2618,2618,467,Britt Fronzek,2021-03-16,Term 2,5.0,5.08
2619,2619,467,Britt Fronzek,2021-06-01,Term 3,5.0,5.25
2620,2620,467,Britt Fronzek,2021-12-16,Term 4,7.5,5.83
2621,2621,467,Britt Fronzek,2022-03-16,Term 5,4.25,5.58
2622,2622,467,Britt Fronzek,2022-06-16,Term 6,3.5,5.08
2623,2623,132,Brier Heinreich,2020-12-16,Term 1,5.25,3.75
2624,2624,132,Brier Heinreich,2021-03-16,Term 2,4.75,4.5
2625,2625,132,Brier Heinreich,2021-06-01,Term 3,6.5,5.5
2626,2626,132,Brier Heinreich,2021-12-16,Term 4,6.0,5.75
2627,2627,132,Brier Heinreich,2022-03-16,Term 5,7.0,6.5
2628,2628,132,Brier Heinreich,2022-06-16,Term 6,7.25,6.75
2629,2629,312,Brier Golborn,2020-12-16,Term 1,3.75,3.58
2630,2630,312,Brier Golborn,2021-03-16,Term 2,4.25,3.83
2631,2631,312,Brier Golborn,2021-06-01,Term 3,4.0,4.0
2632,2632,312,Brier Golborn,2021-12-16,Term 4,5.0,4.42
2633,2633,312,Brier Golborn,2022-03-16,Term 5,3.0,4.0
2634,2634,312,Brier Golborn,2022-06-16,Term 6,7.0,5.0
2635,2635,303,Bradly Wolsey,2020-12-16,Term 1,3.75,4.08
2636,2636,303,Bradly Wolsey,2021-03-16,Term 2,7.5,4.58
2637,2637,303,Bradly Wolsey,2021-06-01,Term 3,2.75,4.67
2638,2638,303,Bradly Wolsey,2021-12-16,Term 4,4.75,5.0
2639,2639,303,Bradly Wolsey,2022-03-16,Term 5,3.75,3.75
2640,2640,303,Bradly Wolsey,2022-06-16,Term 6,3.5,4.0
2641,2641,290,Boycie Bubbings,2020-12-16,Term 1,5.25,5.08
2642,2642,290,Boycie Bubbings,2021-03-16,Term 2,4.5,5.17
2643,2643,290,Boycie Bubbings,2021-06-01,Term 3,3.0,4.25
2644,2644,290,Boycie Bubbings,2021-12-16,Term 4,4.5,4.0
2645,2645,290,Boycie Bubbings,2022-03-16,Term 5,5.75,4.42
2646,2646,290,Boycie Bubbings,2022-06-16,Term 6,3.75,4.67
2647,2647,46,Boonie Coldtart,2020-12-16,Term 1,4.25,4.5
2648,2648,46,Boonie Coldtart,2021-03-16,Term 2,5.25,4.58
2649,2649,46,Boonie Coldtart,2021-06-01,Term 3,4.0,4.5
2650,2650,46,Boonie Coldtart,2021-12-16,Term 4,4.5,4.58
2651,2651,46,Boonie Coldtart,2022-03-16,Term 5,3.0,3.83
2652,2652,46,Boonie Coldtart,2022-06-16,Term 6,5.25,4.25
2653,2653,261,Bobina Parnby,2020-12-16,Term 1,6.25,5.58
2654,2654,261,Bobina Parnby,2021-03-16,Term 2,3.75,4.42
2655,2655,261,Bobina Parnby,2021-06-01,Term 3,4.25,4.75
2656,2656,261,Bobina Parnby,2021-12-16,Term 4,5.75,4.58
2657,2657,261,Bobina Parnby,2022-03-16,Term 5,5.75,5.25
2658,2658,261,Bobina Parnby,2022-06-16,Term 6,4.0,5.17
2659,2659,131,Bobbie Duer,2020-12-16,Term 1,4.25,5.0
2660,2660,131,Bobbie Duer,2021-03-16,Term 2,3.25,4.42
2661,2661,131,Bobbie Duer,2021-06-01,Term 3,5.5,4.33
2662,2662,131,Bobbie Duer,2021-12-16,Term 4,5.75,4.83
2663,2663,131,Bobbie Duer,2022-03-16,Term 5,2.5,4.58
2664,2664,131,Bobbie Duer,2022-06-16,Term 6,3.5,3.92
2665,2665,283,Blane Pervoe,2020-12-16,Term 1,4.75,5.17
2666,2666,283,Blane Pervoe,2021-03-16,Term 2,4.0,4.67
2667,2667,283,Blane Pervoe,2021-06-01,Term 3,5.25,4.67
2668,2668,283,Blane Pervoe,2021-12-16,Term 4,5.0,4.75
2669,2669,283,Blane Pervoe,2022-03-16,Term 5,4.75,5.0
2670,2670,283,Blane Pervoe,2022-06-16,Term 6,5.5,5.08
2671,2671,412,Blair Klimp,2020-12-16,Term 1,7.0,5.5
2672,2672,412,Blair Klimp,2021-03-16,Term 2,5.25,6.33
2673,2673,412,Blair Klimp,2021-06-01,Term 3,5.25,5.83
2674,2674,412,Blair Klimp,2021-12-16,Term 4,5.75,5.42
